날짜,미세먼지(PM-10),소음(db),온도(℃),습도(%),초미세먼지(PM-2.5),PM10단계,PM25단계
2018-11-07 23,21.71,53.94,14.99,64.67,14.36,좋음,좋음
2018-11-08 00,16.69,52.42,14.69,66.03,10.56,좋음,좋음
2018-11-08 01,14.91,52.43,13.82,73.73,9.22,좋음,좋음
2018-11-08 02,13.5,52.11,13.42,74.51,8.05,좋음,좋음
2018-11-08 03,15.13,51.96,13.28,75.7,8.84,좋음,좋음
2018-11-08 04,12.42,52.28,12.95,78.02,6.55,좋음,좋음
2018-11-08 05,12.36,54.1,12.8,79.2,7.39,좋음,좋음
2018-11-08 06,14.41,54.4,12.94,78.12,7.11,좋음,좋음
2018-11-08 07,17.33,55.0,13.16,77.28,8.65,좋음,좋음
2018-11-08 08,17.17,55.59,13.06,79.74,10.01,좋음,좋음
2018-11-08 09,19.4,55.79,13.09,80.61,9.22,좋음,좋음
2018-11-08 10,22.2,56.6,13.24,81.34,11.18,좋음,좋음
2018-11-08 11,21.15,56.45,13.38,82.07,12.21,좋음,좋음
2018-11-08 12,20.94,56.67,13.57,81.98,12.44,좋음,좋음
2018-11-08 13,19.13,56.95,13.45,84.09,11.1,좋음,좋음
2018-11-08 14,17.47,55.51,13.43,85.21,9.96,좋음,좋음
2018-11-08 15,17.1,55.34,13.78,84.37,9.85,좋음,좋음
2018-11-08 16,16.88,56.79,14.16,84.78,8.06,좋음,좋음
2018-11-08 17,16.92,56.15,14.63,85.09,9.58,좋음,좋음
2018-11-08 18,19.03,56.15,15.03,85.31,11.87,좋음,좋음
2018-11-08 19,23.57,56.18,15.77,85.8,12.95,좋음,좋음
2018-11-08 20,22.65,56.45,16.2,85.31,13.4,좋음,좋음
2018-11-08 21,24.59,56.47,14.73,84.9,14.0,좋음,좋음
2018-11-08 22,18.67,57.23,13.41,85.43,10.42,좋음,좋음
2018-11-08 23,15.54,55.49,12.97,85.74,9.68,좋음,좋음
2018-11-09 00,28.01,53.3,12.66,82.13,16.02,좋음,보통
2018-11-09 01,29.99,52.46,12.65,77.84,14.51,좋음,좋음
2018-11-09 02,31.64,52.07,12.3,75.5,14.51,보통,좋음
2018-11-09 03,41.41,51.66,12.17,69.98,17.89,보통,보통
2018-11-09 04,45.77,51.74,12.24,63.86,21.03,보통,보통
2018-11-09 05,57.44,53.35,12.35,61.32,31.13,보통,보통
2018-11-09 06,48.11,54.19,12.33,66.6,29.07,보통,보통
2018-11-09 07,46.71,55.45,11.52,76.26,28.31,보통,보통
2018-11-09 08,42.34,55.03,11.96,72.84,23.84,보통,보통
2018-11-09 09,33.12,55.07,12.64,66.12,15.48,보통,좋음
2018-11-09 10,34.47,55.17,13.63,61.27,14.27,보통,좋음
2018-11-09 11,30.17,55.57,14.51,48.52,11.72,좋음,좋음
2018-11-09 12,37.13,55.62,15.27,45.35,14.95,보통,좋음
2018-11-09 13,86.69,55.61,15.64,44.31,43.01,나쁨,나쁨
2018-11-09 14,97.74,55.67,16.13,45.71,56.33,나쁨,나쁨
2018-11-09 15,88.3,56.29,15.96,50.69,55.43,나쁨,나쁨
2018-11-09 16,90.66,56.31,14.92,59.74,57.23,나쁨,나쁨
2018-11-09 17,85.91,54.68,14.17,63.77,52.38,나쁨,나쁨
2018-11-09 18,82.08,54.07,13.79,64.64,47.75,나쁨,나쁨
2018-11-09 19,83.66,54.21,13.59,66.43,49.01,나쁨,나쁨
2018-11-09 20,82.85,54.13,13.56,67.66,49.67,나쁨,나쁨
2018-11-09 21,84.54,54.1,13.46,68.24,50.38,나쁨,나쁨
2018-11-09 22,83.86,54.02,13.28,69.32,51.95,나쁨,나쁨
2018-11-09 23,83.13,53.61,13.29,70.26,52.89,나쁨,나쁨
2018-11-10 00,82.54,52.75,13.06,71.57,52.58,나쁨,나쁨
2018-11-10 01,84.2,52.25,13.01,72.47,54.4,나쁨,나쁨
2018-11-10 02,85.56,51.98,12.53,72.34,56.38,나쁨,나쁨
2018-11-10 03,88.23,51.77,11.73,73.95,58.24,나쁨,나쁨
2018-11-10 04,87.35,51.78,11.38,75.16,58.37,나쁨,나쁨
2018-11-10 05,94.58,52.38,11.86,73.21,62.92,나쁨,나쁨
2018-11-10 06,96.42,53.17,12.21,72.36,65.24,나쁨,나쁨
2018-11-10 07,97.74,53.8,11.86,73.63,65.75,나쁨,나쁨
2018-11-10 08,99.23,54.52,12.33,72.24,67.25,나쁨,나쁨
2018-11-10 09,100.32,55.19,13.97,66.83,69.89,나쁨,나쁨
2018-11-10 10,106.58,55.85,14.66,63.73,68.08,나쁨,나쁨
2018-11-10 11,113.32,56.09,15.66,56.47,68.04,나쁨,나쁨
2018-11-10 12,112.64,56.89,16.64,46.54,70.46,나쁨,나쁨
2018-11-10 13,111.76,57.16,17.25,41.08,70.93,나쁨,나쁨
2018-11-10 14,103.73,57.46,17.72,35.07,69.42,나쁨,나쁨
2018-11-10 15,101.03,57.01,17.42,33.71,67.51,나쁨,나쁨
2018-11-10 16,99.01,57.11,16.51,35.73,62.4,나쁨,나쁨
2018-11-10 17,102.59,56.41,15.42,44.2,61.26,나쁨,나쁨
2018-11-10 18,110.39,54.11,14.43,53.15,63.48,나쁨,나쁨
2018-11-10 19,122.26,54.76,13.63,63.1,72.22,나쁨,나쁨
2018-11-10 20,124.8,55.09,13.22,68.22,73.36,나쁨,나쁨
2018-11-10 21,126.58,54.0,12.7,71.55,75.77,나쁨,나쁨
2018-11-10 22,125.1,53.79,12.14,72.24,76.96,나쁨,매우 나쁨
2018-11-10 23,124.93,53.33,11.6,72.27,76.58,나쁨,매우 나쁨
2018-11-11 00,118.92,52.53,10.95,73.04,73.29,나쁨,나쁨
2018-11-11 01,106.71,51.99,10.52,71.54,66.35,나쁨,나쁨
2018-11-11 02,109.33,51.46,9.82,71.77,68.9,나쁨,나쁨
2018-11-11 03,107.56,51.08,9.86,70.39,66.87,나쁨,나쁨
2018-11-11 04,104.48,51.39,9.29,71.83,62.58,나쁨,나쁨
2018-11-11 05,105.47,52.0,8.9,72.2,65.13,나쁨,나쁨
2018-11-11 06,103.66,52.33,9.13,70.04,63.44,나쁨,나쁨
2018-11-11 07,103.72,52.88,8.95,70.63,60.93,나쁨,나쁨
2018-11-11 08,109.36,53.5,9.87,67.66,64.99,나쁨,나쁨
2018-11-11 09,119.58,53.88,11.59,64.28,73.01,나쁨,나쁨
2018-11-11 10,129.24,53.95,12.42,61.67,78.54,나쁨,매우 나쁨
2018-11-11 11,128.95,53.89,12.53,62.57,82.39,나쁨,매우 나쁨
2018-11-11 12,119.44,54.07,11.64,65.55,82.52,나쁨,매우 나쁨
2018-11-11 13,118.83,54.32,11.63,61.57,80.97,나쁨,매우 나쁨
2018-11-11 14,104.89,55.0,12.36,50.3,70.53,나쁨,나쁨
2018-11-11 15,100.74,54.66,12.02,49.78,63.43,나쁨,나쁨
2018-11-11 16,87.2,54.12,11.03,53.17,53.21,나쁨,나쁨
2018-11-11 17,80.45,53.72,10.59,50.11,49.52,보통,나쁨
2018-11-11 18,74.59,53.82,10.89,46.82,44.39,보통,나쁨
2018-11-11 19,60.16,54.03,10.66,45.39,33.76,보통,보통
2018-11-11 20,51.02,53.66,10.5,44.74,28.87,보통,보통
2018-11-11 21,45.81,53.49,9.85,49.38,27.14,보통,보통
2018-11-11 22,39.1,53.13,8.79,53.6,24.22,보통,보통
2018-11-11 23,32.95,52.68,8.27,54.61,19.23,보통,보통
2018-11-12 00,30.04,51.86,7.82,56.75,17.06,좋음,보통
2018-11-12 01,26.02,51.25,7.3,59.22,14.4,좋음,좋음
2018-11-12 02,25.31,50.75,6.94,60.68,13.32,좋음,좋음
2018-11-12 03,23.43,50.7,6.54,62.65,11.07,좋음,좋음
2018-11-12 04,22.86,51.46,6.15,64.8,12.17,좋음,좋음
2018-11-12 05,25.55,52.86,6.08,65.91,14.78,좋음,좋음
2018-11-12 06,27.93,53.92,6.04,65.74,15.88,좋음,좋음
2018-11-12 07,31.9,54.51,6.01,65.72,20.17,보통,보통
2018-11-12 08,39.49,54.5,7.56,58.08,25.66,보통,보통
2018-11-12 09,50.5,54.77,9.85,46.15,27.21,보통,보통
2018-11-12 10,55.54,54.61,11.28,38.85,27.39,보통,보통
2018-11-12 11,57.61,54.6,12.14,35.06,30.01,보통,보통
2018-11-12 12,60.49,54.49,13.57,29.4,33.45,보통,보통
2018-11-12 13,59.32,54.52,14.47,26.44,32.16,보통,보통
2018-11-12 14,60.65,55.73,15.07,26.87,33.78,보통,보통
2018-11-12 15,64.01,55.0,14.73,31.11,37.07,보통,나쁨
2018-11-12 16,60.94,54.49,13.76,34.91,33.59,보통,보통
2018-11-12 17,59.79,54.27,12.82,36.8,32.01,보통,보통
2018-11-12 18,58.48,54.14,11.85,39.53,31.0,보통,보통
2018-11-12 19,54.84,53.96,11.44,40.34,29.17,보통,보통
2018-11-12 20,51.76,54.09,11.16,40.81,28.81,보통,보통
2018-11-12 21,50.3,54.04,10.47,45.25,30.77,보통,보통
2018-11-12 22,51.41,53.88,9.49,51.09,31.93,보통,보통
2018-11-12 23,51.89,53.38,8.91,54.4,31.59,보통,보통
2018-11-13 00,50.22,52.47,8.42,57.11,30.5,보통,보통
2018-11-13 01,50.0,51.95,8.04,58.52,30.24,보통,보통
2018-11-13 02,51.41,51.26,7.63,60.09,30.01,보통,보통
2018-11-13 03,51.61,50.9,7.18,62.03,31.23,보통,보통
2018-11-13 04,53.83,51.31,6.83,63.86,33.07,보통,보통
2018-11-13 05,54.68,52.7,6.65,65.07,34.18,보통,보통
2018-11-13 06,56.23,53.9,6.61,66.05,35.24,보통,보통
2018-11-13 07,61.29,54.59,6.76,65.91,37.63,보통,나쁨
2018-11-13 08,70.77,54.63,8.21,60.54,41.92,보통,나쁨
2018-11-13 09,76.48,54.58,10.17,51.07,45.27,보통,나쁨
2018-11-13 10,75.15,54.9,11.94,45.1,44.94,보통,나쁨
2018-11-13 11,75.97,54.48,13.47,42.37,45.43,보통,나쁨
2018-11-13 12,75.26,55.68,14.51,39.78,48.11,보통,나쁨
2018-11-13 13,69.37,55.31,15.12,36.59,44.55,보통,나쁨
2018-11-13 14,59.8,54.97,15.69,33.23,36.55,보통,나쁨
2018-11-13 15,52.81,55.1,15.43,33.45,29.96,보통,보통
2018-11-13 16,50.68,54.34,14.47,33.74,26.29,보통,보통
2018-11-13 17,49.86,53.93,13.63,34.23,26.17,보통,보통
2018-11-13 18,49.95,54.0,12.9,35.59,29.77,보통,보통
2018-11-13 19,51.66,54.19,12.26,36.04,31.17,보통,보통
2018-11-13 20,49.79,53.98,11.81,36.71,28.5,보통,보통
2018-11-13 21,44.8,53.84,11.04,40.47,25.03,보통,보통
2018-11-13 22,45.38,53.72,10.22,45.58,26.41,보통,보통
2018-11-13 23,46.58,53.58,9.78,48.02,28.05,보통,보통
2018-11-14 00,47.64,52.55,8.98,52.13,27.85,보통,보통
2018-11-14 01,47.24,51.97,8.59,56.63,28.14,보통,보통
2018-11-14 02,46.96,51.4,8.36,60.51,28.73,보통,보통
2018-11-14 03,45.84,51.05,8.1,64.03,28.46,보통,보통
2018-11-14 04,47.14,51.64,7.93,66.26,30.43,보통,보통
2018-11-14 05,45.19,52.69,7.85,67.69,31.22,보통,보통
2018-11-14 06,43.95,53.83,7.77,65.7,30.6,보통,보통
2018-11-14 07,45.61,54.41,8.1,64.7,31.94,보통,보통
2018-11-14 08,49.58,55.07,9.51,63.22,33.81,보통,보통
2018-11-14 09,46.54,54.94,11.41,53.65,29.17,보통,보통
2018-11-14 10,43.15,55.06,12.84,47.19,26.08,보통,보통
2018-11-14 11,38.34,54.67,14.08,43.55,23.49,보통,보통
2018-11-14 12,39.59,54.41,15.42,39.48,25.12,보통,보통
2018-11-14 13,42.01,55.03,16.12,33.22,25.97,보통,보통
2018-11-14 14,40.03,54.55,16.15,29.46,26.5,보통,보통
2018-11-14 15,44.34,55.12,16.62,30.5,30.89,보통,보통
2018-11-14 16,44.37,54.27,15.69,37.0,28.85,보통,보통
2018-11-14 17,43.56,54.16,14.44,41.37,26.93,보통,보통
2018-11-14 18,45.79,53.96,13.48,42.94,27.36,보통,보통
2018-11-14 19,49.63,54.16,12.97,42.95,28.09,보통,보통
2018-11-14 20,48.45,53.92,12.45,45.44,30.72,보통,보통
2018-11-14 21,48.27,54.0,11.41,51.92,34.69,보통,보통
2018-11-14 22,49.01,53.8,10.71,56.38,35.83,보통,보통
2018-11-14 23,47.73,53.3,10.08,58.75,33.68,보통,보통
2018-11-15 00,46.45,52.48,9.53,61.01,32.44,보통,보통
2018-11-15 01,46.48,51.95,8.98,63.31,32.49,보통,보통
2018-11-15 02,45.01,51.29,8.54,65.34,32.23,보통,보통
2018-11-15 03,45.41,51.01,8.21,66.77,30.27,보통,보통
2018-11-15 04,46.9,51.45,7.69,68.43,30.91,보통,보통
2018-11-15 05,49.64,52.78,7.59,67.3,34.04,보통,보통
2018-11-15 06,53.32,53.71,7.76,67.75,37.57,보통,나쁨
2018-11-15 07,52.03,54.28,7.76,67.67,36.37,보통,나쁨
2018-11-15 08,57.43,54.45,8.81,64.17,38.45,보통,나쁨
2018-11-15 09,56.01,54.42,10.11,55.87,36.61,보통,나쁨
2018-11-15 10,56.58,54.38,12.26,47.15,36.12,보통,나쁨
2018-11-15 11,58.92,54.37,14.0,41.57,37.9,보통,나쁨
2018-11-15 12,61.22,54.36,15.53,36.48,42.45,보통,나쁨
2018-11-15 13,65.93,54.34,15.94,32.96,44.95,보통,나쁨
2018-11-15 14,66.92,54.14,16.48,30.58,46.29,보통,나쁨
2018-11-15 15,63.62,54.14,16.78,29.25,46.13,보통,나쁨
2018-11-15 16,63.58,54.23,15.81,32.79,48.24,보통,나쁨
2018-11-15 17,58.44,54.03,14.68,36.53,41.16,보통,나쁨
2018-11-15 18,67.74,53.95,13.68,39.1,44.91,보통,나쁨
2018-11-15 19,76.01,54.28,12.78,41.1,52.07,보통,나쁨
2018-11-15 20,78.85,54.6,11.95,45.94,55.31,보통,나쁨
2018-11-15 21,74.69,54.09,11.38,49.92,53.98,보통,나쁨
2018-11-15 22,73.55,53.81,10.97,52.32,55.04,보통,나쁨
2018-11-15 23,70.64,53.66,10.33,55.26,50.47,보통,나쁨
2018-11-16 00,69.2,52.5,9.99,56.64,51.09,보통,나쁨
2018-11-16 01,67.09,51.93,10.01,57.14,48.48,보통,나쁨
2018-11-16 02,68.29,51.42,9.93,57.69,48.59,보통,나쁨
2018-11-16 03,67.65,51.03,9.64,58.59,48.19,보통,나쁨
2018-11-16 04,66.91,51.34,9.31,59.7,48.07,보통,나쁨
2018-11-16 05,66.98,52.71,9.41,59.74,49.01,보통,나쁨
2018-11-16 06,68.92,53.78,9.25,59.52,50.42,보통,나쁨
2018-11-16 07,70.46,54.29,9.58,58.64,51.14,보통,나쁨
2018-11-16 08,73.72,54.51,10.32,56.43,53.24,보통,나쁨
2018-11-16 09,78.99,54.73,11.44,51.39,54.8,보통,나쁨
2018-11-16 10,86.35,54.85,13.0,45.28,57.55,나쁨,나쁨
2018-11-16 11,85.17,54.84,14.4,42.79,56.78,나쁨,나쁨
2018-11-16 12,82.22,55.07,14.96,43.25,54.32,나쁨,나쁨
2018-11-16 13,75.2,55.95,14.82,44.97,49.09,보통,나쁨
2018-11-16 14,69.17,55.4,14.48,48.31,45.57,보통,나쁨
2018-11-16 15,65.13,54.43,13.59,57.07,43.42,보통,나쁨
2018-11-16 16,64.66,55.25,12.66,61.15,44.52,보통,나쁨
2018-11-16 17,67.01,54.11,11.66,64.48,49.43,보통,나쁨
2018-11-16 18,73.32,54.16,10.81,68.63,58.03,보통,나쁨
2018-11-16 19,71.9,54.64,9.74,69.83,57.38,보통,나쁨
2018-11-16 20,66.27,53.99,8.8,68.54,51.45,보통,나쁨
2018-11-16 21,60.0,53.93,8.21,64.6,46.65,보통,나쁨
2018-11-16 22,54.43,53.72,7.37,63.93,41.99,보통,나쁨
2018-11-16 23,54.77,53.33,6.64,65.25,41.84,보통,나쁨
2018-11-17 00,51.14,52.46,5.84,67.27,37.79,보통,나쁨
2018-11-17 01,48.63,51.93,5.4,67.38,34.95,보통,보통
2018-11-17 02,47.7,51.59,4.85,68.07,33.45,보통,보통
2018-11-17 03,45.63,51.36,4.4,67.19,31.85,보통,보통
2018-11-17 04,44.64,51.51,3.96,65.65,29.9,보통,보통
2018-11-17 05,42.71,52.26,3.57,65.05,28.15,보통,보통
2018-11-17 06,40.85,53.12,3.28,63.69,26.21,보통,보통
2018-11-17 07,40.95,53.67,3.23,61.83,24.34,보통,보통
2018-11-17 08,43.0,53.88,4.71,53.78,24.33,보통,보통
2018-11-17 09,46.86,54.33,6.78,44.37,25.66,보통,보통
2018-11-17 10,50.19,54.94,8.67,38.49,26.95,보통,보통
2018-11-17 11,52.4,55.32,9.88,33.42,26.58,보통,보통
2018-11-17 12,56.45,56.61,11.4,27.58,29.05,보통,보통
2018-11-17 13,56.6,56.47,11.48,29.02,33.4,보통,보통
2018-11-17 14,54.54,56.79,10.96,29.92,33.1,보통,보통
2018-11-17 15,53.35,57.13,10.25,30.0,34.28,보통,보통
2018-11-17 16,49.84,56.98,9.59,29.19,31.17,보통,보통
2018-11-17 17,52.29,56.62,9.09,30.6,30.15,보통,보통
2018-11-17 18,48.61,55.25,8.41,34.68,26.05,보통,보통
2018-11-17 19,40.67,54.92,7.8,36.85,23.07,보통,보통
2018-11-17 20,40.16,54.78,7.38,35.1,23.92,보통,보통
2018-11-17 21,40.72,54.01,7.07,35.85,25.42,보통,보통
2018-11-17 22,38.88,53.56,6.6,37.6,23.91,보통,보통
2018-11-17 23,34.99,53.06,6.1,40.21,20.26,보통,보통
2018-11-18 00,32.82,52.4,5.58,43.42,19.67,보통,보통
2018-11-18 01,33.03,51.79,5.11,45.38,20.8,보통,보통
2018-11-18 02,32.3,51.39,5.18,41.29,20.59,보통,보통
2018-11-18 03,32.05,51.01,4.64,45.3,19.77,보통,보통
2018-11-18 04,35.0,51.08,4.54,47.29,21.67,보통,보통
2018-11-18 05,35.05,51.56,4.06,48.36,22.3,보통,보통
2018-11-18 06,40.73,52.37,4.36,49.01,26.97,보통,보통
2018-11-18 07,43.13,53.05,4.87,47.1,28.24,보통,보통
2018-11-18 08,46.26,53.68,5.59,45.58,30.5,보통,보통
2018-11-18 09,50.31,53.85,6.5,42.26,32.49,보통,보통
2018-11-18 10,53.84,54.01,8.82,34.24,35.04,보통,보통
2018-11-18 11,47.94,54.06,10.18,36.48,32.24,보통,보통
2018-11-18 12,46.42,54.05,10.71,36.83,31.5,보통,보통
2018-11-18 13,46.99,54.27,11.27,32.79,31.65,보통,보통
2018-11-18 14,46.27,54.32,11.08,32.17,30.25,보통,보통
2018-11-18 15,47.03,54.48,10.99,31.41,30.1,보통,보통
2018-11-18 16,50.49,54.95,10.66,32.67,31.59,보통,보통
2018-11-18 17,50.91,53.73,10.34,36.7,32.14,보통,보통
2018-11-18 18,49.57,53.42,9.9,38.37,30.87,보통,보통
2018-11-18 19,48.7,53.49,9.49,40.19,30.25,보통,보통
2018-11-18 20,48.17,53.24,9.14,43.4,30.97,보통,보통
2018-11-18 21,51.3,53.0,8.98,46.74,33.26,보통,보통
2018-11-18 22,50.62,52.64,8.98,49.68,32.94,보통,보통
2018-11-18 23,51.67,52.13,9.08,50.99,33.56,보통,보통
2018-11-19 00,51.38,51.42,8.26,53.31,31.64,보통,보통
2018-11-19 01,50.14,50.85,7.28,57.79,31.08,보통,보통
2018-11-19 02,50.87,50.24,6.63,59.89,33.11,보통,보통
2018-11-19 03,51.32,50.1,6.26,61.98,33.31,보통,보통
2018-11-19 04,51.65,50.82,6.16,63.0,33.86,보통,보통
2018-11-19 05,51.16,52.47,5.91,63.9,33.47,보통,보통
2018-11-19 06,52.69,53.5,5.81,65.2,33.54,보통,보통
2018-11-19 07,54.31,54.05,5.87,66.07,36.52,보통,나쁨
2018-11-19 08,57.08,54.29,6.9,62.57,38.09,보통,나쁨
2018-11-19 09,62.2,54.43,8.77,53.1,40.01,보통,나쁨
2018-11-19 10,65.7,54.34,10.79,47.23,41.31,보통,나쁨
2018-11-19 11,73.76,54.34,11.7,39.79,46.97,보통,나쁨
2018-11-19 12,81.02,54.09,11.99,35.91,56.04,나쁨,나쁨
2018-11-19 13,85.12,54.52,11.95,34.73,57.58,나쁨,나쁨
2018-11-19 14,85.04,54.16,12.33,29.74,47.52,나쁨,나쁨
2018-11-19 15,84.85,54.21,11.74,32.73,49.33,나쁨,나쁨
2018-11-19 16,83.86,54.26,10.56,38.82,48.18,나쁨,나쁨
2018-11-19 17,83.34,53.99,10.03,40.91,46.09,나쁨,나쁨
2018-11-19 18,78.64,54.34,9.26,43.51,44.02,보통,나쁨
2018-11-19 19,76.44,54.13,8.33,48.2,45.76,보통,나쁨
2018-11-19 20,77.83,53.61,7.93,40.42,46.54,보통,나쁨
2018-11-19 21,76.46,53.56,7.36,34.27,44.2,보통,나쁨
2018-11-19 22,74.0,53.49,6.46,35.81,40.08,보통,나쁨
2018-11-19 23,70.27,53.02,5.67,37.31,34.98,보통,보통
2018-11-20 00,69.71,52.15,5.36,35.31,33.03,보통,보통
2018-11-20 01,67.38,51.6,5.12,34.8,31.49,보통,보통
2018-11-20 02,63.93,50.92,4.35,37.54,29.14,보통,보통
2018-11-20 03,59.57,50.66,3.74,38.84,25.5,보통,보통
2018-11-20 04,50.09,51.04,3.35,40.94,21.02,보통,보통
2018-11-20 05,45.26,52.37,3.24,43.78,19.1,보통,보통
2018-11-20 06,52.26,53.59,3.43,44.6,21.61,보통,보통
2018-11-20 07,49.7,54.12,3.51,45.48,22.91,보통,보통
2018-11-20 08,56.47,54.43,4.66,40.75,28.42,보통,보통
2018-11-20 09,63.99,54.83,6.48,33.31,30.61,보통,보통
2018-11-20 10,63.86,54.66,8.36,26.8,30.18,보통,보통
2018-11-20 11,64.42,54.54,10.22,21.66,27.65,보통,보통
2018-11-20 12,66.87,55.03,11.88,17.95,32.37,보통,보통
2018-11-20 13,71.53,54.44,12.84,14.74,34.74,보통,보통
2018-11-20 14,76.13,54.69,12.97,14.89,33.15,보통,보통
2018-11-20 15,75.61,53.8,12.68,15.76,30.8,보통,보통
2018-11-20 16,73.54,53.81,11.89,19.24,28.76,보통,보통
2018-11-20 17,73.83,53.73,11.22,24.76,28.86,보통,보통
2018-11-20 18,73.29,53.76,10.88,27.92,26.43,보통,보통
2018-11-20 19,71.55,53.99,10.71,30.2,26.19,보통,보통
2018-11-20 20,68.62,53.72,10.69,30.84,26.97,보통,보통
2018-11-20 21,70.78,53.65,10.81,34.89,28.78,보통,보통
2018-11-20 22,70.35,53.47,11.22,37.23,29.86,보통,보통
2018-11-20 23,64.37,53.08,10.31,52.34,26.6,보통,보통
2018-11-21 00,63.69,52.86,8.59,73.03,25.59,보통,보통
2018-11-21 01,62.96,52.25,8.11,76.85,26.71,보통,보통
2018-11-21 02,61.21,51.54,8.05,77.23,28.56,보통,보통
2018-11-21 03,58.05,51.0,8.14,75.94,29.57,보통,보통
2018-11-21 04,55.36,51.26,8.23,77.09,29.49,보통,보통
2018-11-21 05,58.46,52.59,8.55,76.04,32.32,보통,보통
2018-11-21 06,58.44,53.67,8.55,73.9,33.78,보통,보통
2018-11-21 07,63.4,54.26,8.65,73.16,36.58,보통,나쁨
2018-11-21 08,62.52,54.79,8.74,58.74,36.58,보통,나쁨
2018-11-21 09,63.17,54.38,9.08,40.66,37.7,보통,나쁨
2018-11-21 10,59.49,54.22,9.86,22.58,34.39,보통,보통
2018-11-21 11,46.07,54.3,10.0,22.36,23.23,보통,보통
2018-11-21 12,39.43,54.28,10.23,20.95,16.38,보통,보통
2018-11-21 13,39.52,54.19,9.51,28.8,16.71,보통,보통
2018-11-21 14,42.65,54.31,7.79,41.8,20.23,보통,보통
2018-11-21 15,42.8,54.3,7.56,44.5,17.74,보통,보통
2018-11-21 16,41.21,54.24,7.49,48.16,15.15,보통,좋음
2018-11-21 17,39.93,54.23,7.44,50.03,14.6,보통,좋음
2018-11-21 18,41.24,54.16,7.49,44.36,14.57,보통,좋음
2018-11-21 19,40.16,53.86,7.49,35.68,16.34,보통,보통
2018-11-21 20,42.72,53.85,7.45,36.53,18.14,보통,보통
2018-11-21 21,46.73,53.76,6.69,40.15,20.24,보통,보통
2018-11-21 22,48.91,53.61,5.65,37.28,23.89,보통,보통
2018-11-21 23,48.02,52.99,4.91,34.14,25.41,보통,보통
2018-11-22 00,51.16,52.16,3.97,31.14,28.11,보통,보통
2018-11-22 01,39.44,51.61,3.05,33.86,21.79,보통,보통
2018-11-22 02,38.87,50.96,2.73,33.03,23.17,보통,보통
2018-11-22 03,37.65,50.61,2.48,29.07,23.03,보통,보통
2018-11-22 04,25.12,50.98,2.23,28.76,14.88,좋음,좋음
2018-11-22 05,24.95,52.13,1.81,30.58,14.3,좋음,좋음
2018-11-22 06,25.12,53.42,1.39,32.67,14.73,좋음,좋음
2018-11-22 07,25.9,53.98,1.55,30.46,15.21,좋음,좋음
2018-11-22 08,30.86,54.18,2.86,26.18,17.79,좋음,보통
2018-11-22 09,30.96,54.24,4.44,19.43,16.49,좋음,보통
2018-11-22 10,36.46,54.08,5.98,16.54,15.61,보통,좋음
2018-11-22 11,35.91,54.02,6.67,16.77,14.03,보통,좋음
2018-11-22 12,37.39,54.14,7.08,19.35,14.34,보통,좋음
2018-11-22 13,42.33,54.16,7.33,22.37,15.72,보통,좋음
2018-11-22 14,37.21,54.7,7.64,23.81,14.08,보통,좋음
2018-11-22 15,40.42,54.41,7.06,29.42,18.78,보통,보통
2018-11-22 16,41.29,54.65,6.42,32.76,19.53,보통,보통
2018-11-22 17,39.47,54.14,5.9,37.9,16.29,보통,보통
2018-11-22 18,37.11,54.05,5.57,39.61,14.93,보통,좋음
2018-11-22 19,38.58,53.93,5.18,36.57,19.19,보통,보통
2018-11-22 20,36.58,53.95,4.05,29.17,18.92,보통,보통
2018-11-22 21,37.9,53.85,2.99,26.17,18.8,보통,보통
2018-11-22 22,39.59,53.56,2.07,30.17,19.81,보통,보통
2018-11-22 23,34.35,53.06,1.39,33.69,17.05,보통,보통
2018-11-23 00,34.27,52.23,1.01,35.22,16.62,보통,보통
2018-11-23 01,35.6,51.74,0.71,36.54,15.06,보통,좋음
2018-11-23 02,37.1,51.21,0.45,36.53,15.75,보통,좋음
2018-11-23 03,36.25,50.95,0.14,35.72,18.08,보통,보통
2018-11-23 04,36.25,51.15,-0.13,34.83,17.7,보통,보통
2018-11-23 05,34.38,52.24,-0.19,33.16,17.74,보통,보통
2018-11-23 06,31.98,53.54,-0.13,31.53,17.65,보통,보통
2018-11-23 07,32.69,54.08,-0.23,32.47,18.24,보통,보통
2018-11-23 08,36.59,54.28,1.04,30.25,19.72,보통,보통
2018-11-23 09,39.37,54.55,2.76,25.98,19.23,보통,보통
2018-11-23 10,40.04,54.38,4.28,20.82,20.28,보통,보통
2018-11-23 11,38.35,54.18,5.02,19.99,18.98,보통,보통
2018-11-23 12,38.35,53.99,6.21,16.4,18.76,보통,보통
2018-11-23 13,36.17,53.92,6.88,12.96,18.69,보통,보통
2018-11-23 14,38.99,54.14,7.02,12.24,20.47,보통,보통
2018-11-23 15,36.14,54.05,7.45,12.93,19.48,보통,보통
2018-11-23 16,34.17,54.33,7.17,13.85,17.4,보통,보통
2018-11-23 17,38.72,54.21,6.31,16.89,19.98,보통,보통
2018-11-23 18,41.4,53.76,5.61,20.02,22.93,보통,보통
2018-11-23 19,43.81,53.82,5.63,20.64,23.51,보통,보통
2018-11-23 20,46.15,53.5,5.36,21.48,23.63,보통,보통
2018-11-23 21,47.84,53.57,4.97,23.21,24.84,보통,보통
2018-11-23 22,53.29,53.48,4.88,25.61,28.84,보통,보통
